Contact ID,What is your current level of education?,Primary Associated Company ID,Number of Associated Deals,Omics Technology you are more interested in,Country/Region,City,Create Date,Level of Education,Last Activity Date,Original Source,Close Date,Days To Close,How difficult was it to take the couses?,How would you rate your experience?,Quote/Testimonial,Rate your experience,Rate your overall experience,Total Revenue,Was the previous course you took useful to complete this lesson?,Were the topics covered of interest?,What would you rate the workshop (1 poor - 5 excellent),Would you recommend the OmicsLogic Bioinformatics Research Fellowship Program to other students?,Would you recommend the course to anyone?,Associated Company
17146301,,8270774044,,,,,4/14/22 10:56,,,Offline Sources,,,,,,,,,,,,,,Universidade Federal do Ceará
17145901,,,,,,,4/14/22 10:08,,,Offline Sources,,,,,,,,,,,,,,
17145151,,,,,,,4/14/22 9:10,,,Offline Sources,,,,,,,,,,,,,,
17144901,,,,,,,4/14/22 8:32,,,Offline Sources,,,,,,,,,,,,,,
17144501,,6879618135,,,,,4/14/22 8:03,,,Offline Sources,,,,,,,,,,,,,,Aucklanduni
17144401,,8463169025,,,,,4/14/22 7:46,,,Organic Social,,,,,,,,,,,,,,Maharshi Dayanand University
17144201,,2069179077,,,,,4/14/22 6:48,,,Offline Sources,,,,,,,,,,,,,,Hebrew University of Jerusalem
17143151,,8488316793,1,,,Addis Ababa,4/14/22 4:32,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Organic Social,,,,,,,,,,,,,,Ethiopian Public Health Institute/ Addis Ababa University
17143001,,,,,,,4/14/22 4:13,,,Offline Sources,,,,,,,,,,,,,,
17142851,,8462765871,2,,Germany,Münster,4/14/22 4:07,,,Organic Social,4/24/22 23:45,11,It was not hard neither too easy,,,5,,20,Yes,,,,Yes,University of Münster
17142001,,,,,,,4/14/22 1:54,,,Offline Sources,,,,,,,,,,,,,,
17141501,,,,,,,4/14/22 1:16,,,Direct Traffic,,,,,,,,,,,,,,
17141651,,,,,,,4/14/22 1:14,,,Offline Sources,,,,,,,,,,,,,,
17141251,,8462303811,,,,,4/14/22 1:05,Undergraduate (Bachelors - B.Sc. or B.A.),,Offline Sources,,,,,,,,,,,,,,Ivano-Frankivsk National Medical Universitry
17140401,,8462122038,,,,chandigarh,4/14/22 0:27,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Organic Social,,,Extremely easy,,,5,,,Yes,,,,Yes,CSIR-IMTECH
17136501,,,,,,,4/13/22 23:16,,,Paid Search,,,,,,,,,,,,,,
17134251,,8461277499,,,,,4/13/22 19:54,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/22/22 10:00,Organic Social,,,,,,,,,,,,,, -
17134101,,,,,,,4/13/22 19:37,,,Offline Sources,,,,,,,,,,,,,,
17133901,,,,,,,4/13/22 19:04,,,Offline Sources,,,,,,,,,,,,,,
17133601,,8458396249,,,,,4/13/22 17:00,,,Offline Sources,,,,,,,,,,,,,,Escs
17131751,,8456661383,,,,,4/13/22 11:20,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/22/22 10:00,Email Marketing,,,,,,,,,,,,,,Yale School of Medicine
17130901,,8456826498,,,,,4/13/22 10:37,Undergraduate (Bachelors - B.Sc. or B.A.),4/22/22 10:00,Email Marketing,,,,,,,,,,,,,,Ladoke Akintola University of Technology
17130651,,,,,,,4/13/22 10:08,,,Offline Sources,,,,,,,,,,,,,,
17130551,,,,,,,4/13/22 10:07,,,Offline Sources,,,,,,,,,,,,,,
17130401,,,,,,,4/13/22 9:44,,,Offline Sources,,,,,,,,,,,,,,
17130001,,,,,,,4/13/22 9:22,,,Offline Sources,,,,,,,,,,,,,,
15104901,,8453596480,,,,,4/13/22 7:13,Undergraduate (Bachelors - B.Sc. or B.A.),5/3/22 8:30,Organic Social,,,,,,,,,,,,,,INSAT
17128151,,8499383694,,,,Tyler,4/13/22 6:34,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Offline Sources,,,Extremely easy,,,4,,,No,,,,Yes,NA
17128101,,,,,,,4/13/22 6:34,,,Offline Sources,,,,,,,,,,,,,,
17128001,,,,,,,4/13/22 6:17,,,Offline Sources,,,,,,,,,,,,,,
17127651,,,,,,,4/13/22 5:27,,,Offline Sources,,,,,,,,,,,,,,
17126501,,,,,,,4/13/22 4:05,,,Offline Sources,,,,,,,,,,,,,,
17125901,,8452718857,,,,Na,4/13/22 3:19,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Offline Sources,,,,,,,,,,,,,,Na
17125601,,,,,,,4/13/22 3:08,,,Offline Sources,,,,,,,,,,,,,,
17125451,,8452688416,,,,New Delhi,4/13/22 3:02,Undergraduate (Bachelors - B.Sc. or B.A.),,Direct Traffic,,,Extremely easy,,,4,,,Yes,,,,Yes,Passed out from Amity University in 2021
17124751,,,,,,,4/13/22 2:06,,,Organic Search,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,
17124001,,8452471469,,,,,4/13/22 1:30,Undergraduate (Bachelors - B.Sc. or B.A.),4/22/22 10:00,Organic Social,,,,,,,,,,,,,,Mindanao State University - Iligan Institute of Technology
17117801,,8451772752,,,,Bengaluru,4/12/22 23:03,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Organic Search,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Reva University
17117601,Masters,8451754311,,,India Hindu,Bangalore,4/12/22 23:00,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,Nothing,5,,,Yes,,,,Yes,Reva University
17117151,,1438602900,,,,,4/12/22 22:14,,,Offline Sources,,,,,,,,,,,,,,The University of Alabama at Birmingham
17116901,,,,,,,4/12/22 21:53,,,Offline Sources,,,,,,,,,,,,,,
17116751,,,,,,,4/12/22 21:27,,,Direct Traffic,,,,,,,,,,,,,,
17115151,,,,,,,4/12/22 17:49,,,Offline Sources,,,,,,,,,,,,,,
17113501,,,,,,,4/12/22 16:28,,,Offline Sources,,,,,,,,,,,,,,
17112101,,,,,,,4/12/22 13:42,,,Offline Sources,,,,,,,,,,,,,,
17110801,,,,,,,4/12/22 12:12,,,Offline Sources,,,,,,,,,,,,,,
17110601,,,,,,,4/12/22 12:05,,,Direct Traffic,,,,,,,,,,,,,,
17110551,,8448521223,,,,NAIHATI,4/12/22 11:58,Undergraduate (Bachelors - B.Sc. or B.A.),,Direct Traffic,,,,,,,,,,,,,,KALYANI MAHAVIDYALAYA
17104601,,,,,,,4/12/22 8:51,,,Organic Search,,,,,,,,,,,,,,
17104551,,8448306479,,,,,4/12/22 8:45,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Organic Social,,,,,,,,,,,,,,Um6ss
17061751,,,,,,,4/12/22 8:11,,4/21/22 23:30,Direct Traffic,,,Extremely easy,,,4,,,Yes,,,,Yes,
17104001,,8447042941,,,,,4/12/22 8:09,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Organic Social,,,,,,,,,,,,,,University of Assuit
17103901,,8446990874,,,,Norfolk,4/12/22 8:05,Doctorate (Ph.D.),,Referrals,,,,,,,,,,,,,,old dominion university
17103851,,,,,,,4/12/22 8:04,,4/22/22 10:00,Offline Sources,,,,,,,,,,,,,,
17103651,,,,,,,4/12/22 7:56,,,Offline Sources,,,Extremely easy,,,5,,,Yes,,,,No,
17103301,,8446905498,,,,Singapore,4/12/22 7:36,Undergraduate (Bachelors - B.Sc. or B.A.),,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,NTU
17103201,,,,,,,4/12/22 7:29,,,Direct Traffic,,,,,,,,,,,,,,
17102251,,8506266630,,,,,4/12/22 6:10,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/3/22 8:30,Offline Sources,,,,,,,,,,,,,,Quaid-i-azam University Islamabad Pakistan
17101451,,,,,,,4/12/22 5:15,,,Offline Sources,,,,,,,,,,,,,,
17100751,,,,,,,4/12/22 4:29,,,Organic Search,,,,,,,,,,,,,,
17100201,Pursuing Post Graduation,8453251394,,,India,SOLAPUR,4/12/22 3:46,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Organic Social,,,Extremely easy,,I'm interested to learn Bioinformatics,4,,,Yes,,,,Yes,"Modern College of Arts, Science and Commerce, Shivaji nagar Pune"
17098401,,8445256708,,,,Batu 9 Cheras,4/12/22 1:45,Undergraduate (Bachelors - B.Sc. or B.A.),,Organic Social,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Fudan University
17098251,,,,,,,4/12/22 1:38,,,Direct Traffic,,,,,,,,,,,,,,
17098051,,6511004416,,,,,4/12/22 1:25,,,Offline Sources,,,,,,,,,,,,,,Acıbadem Üniversitesi
17097351,,,,,,,4/12/22 0:19,,,Offline Sources,,,,,,,,,,,,,,
17097051,,,,,,,4/11/22 23:59,,,Offline Sources,,,,,,,,,,,,,,
17094301,,,,,,,4/11/22 23:44,,,Email Marketing,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,
17096501,,8448322090,,,,Bangalore,4/11/22 23:33,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva University
17094601,Msc,8123957776,,,India,Bhadohi,4/11/22 23:21,,4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,google
17095601,,8444690042,,,,Bangalore,4/11/22 23:20,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva university
17094551,,,,,,,4/11/22 23:11,,4/21/22 23:30,Organic Search,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,
17093651,,8444495709,,,,,4/11/22 23:03,,,Direct Traffic,,,,,,,,,,,,,,Gaml
17091701,,,,,,,4/11/22 22:33,,4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,
17090851,,,,,,,4/11/22 22:23,,4/21/22 23:30,Organic Search,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,
17090201,,,,,,,4/11/22 22:21,,,Offline Sources,,,,,,,,,,,,,,
17089601,,8453718574,,,,Gangavathi,4/11/22 22:17,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva University
17089301,,8444451718,,,,Bengaluru,4/11/22 22:14,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Organic Search,,,It was not hard neither too easy,,,5,,,Yes,,,,No,Reva university
17089101,,8452322912,,,,Hosur,4/11/22 22:11,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva university
17088401,,8444291119,,,,,4/11/22 21:41,,,Direct Traffic,,,,,,,,,,,,,,University of Manitoba
17087701,Post graduation,8444280322,,,India,Bangalore,4/11/22 20:38,Post-Graduate (Post-doctorate),,Organic Search,,,It was not hard neither too easy,,,4,,,No,,,,No,Reva.edu.in
17087301,,,,,,,4/11/22 19:22,,,Direct Traffic,,,,,,,,,,,,,,
17086851,,,,,,,4/11/22 17:26,,,Offline Sources,,,,,,,,,,,,,,
17086151,,,,,Turkey,Menderes,4/11/22 15:15,,3/2/21 7:00,Offline Sources,,,,,,,,,,,,,,
17086001,,,,,,,4/11/22 15:12,,,Offline Sources,,,,,,,,,,,,,,
17085851,,1437943933,,,,,4/11/22 15:10,,,Offline Sources,,,,,,,,,,,,,,berkeley college
17085251,,,,,,,4/11/22 14:45,,,Offline Sources,,,,,,,,,,,,,,
17084901,,,,,,,4/11/22 14:31,,,Offline Sources,,,,,,,,,,,,,,
17084701,,8442135086,,,,,4/11/22 14:11,,,Organic Search,,,,,,,,,,,,,,The University of Tulsa
17083151,,8440988241,,,India,Salem,4/11/22 12:25,,,Organic Search,,,,,,,,,,,,,,Govt Mohan Kumaramangalam Medical College
17081401,,8440026473,,,,,4/11/22 10:47,,,Organic Search,,,,,,,,,,,,,,University of Athens
17079701,,8464548264,,,Greater Accra Region,Accra,4/11/22 10:06,Undergraduate (Bachelors - B.Sc. or B.A.),,Offline Sources,,,,,,,,,,,,,,Kwame Nkrumah University of Science and Technology
17079451,,,,,,,4/11/22 9:59,,,Organic Search,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,
17079301,,,,,,,4/11/22 9:57,,,Offline Sources,,,,,,,,,,,,,,
17079251,,,,,,,4/11/22 9:55,,,Offline Sources,,,,,,,,,,,,,,
17077901,,,,,,,4/11/22 9:10,,,Offline Sources,,,,,,,,,,,,,,
17077101,,,,,,,4/11/22 8:05,,,Offline Sources,,,,,,,,,,,,,,
17076351,Msc,8444613927,,,India,Bangalore,4/11/22 7:37,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,Extremely easy,,,5,,,Yes,,,,Yes,Reva university
17075501,,8438597042,,,India,Karad,4/11/22 7:16,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",,Offline Sources,,,,,,,,,,,,,,K. I. M. S. D. U karad
17074751,,8442072687,,,,bangalore,4/11/22 6:29,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Reva university
17074601,,8448344875,,,,Bangalore,4/11/22 6:23,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Reva university
17074451,,8445588035,,,,Bangalore,4/11/22 6:17,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva university Bangalore
17074401,,8447829863,,,,Banglore,4/11/22 6:16,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva university
17074351,,,,,,,4/11/22 6:13,,4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,
17074251,,8448248362,,,,Bangarapet,4/11/22 6:11,Post-Graduate (Post-doctorate),4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Reva university
17074201,,8448217972,,,,Banglore,4/11/22 6:10,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Reva University
17074001,,8448209807,,,,Ballari,4/11/22 6:07,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva University
17073701,,,,,,,4/11/22 5:44,,,Organic Search,,,,,,,,,,,,,,
17073851,,,,,,,4/11/22 5:43,,4/11/22 6:00,Direct Traffic,,,,,,,,,,,,,,
17073251,,,,,,,4/11/22 5:13,,,Offline Sources,,,,,,,,,,,,,,
17072301,,,,,India,Banglore,4/11/22 4:54,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Offline Sources,,,,,,,,,,,,,,
17071301,msc biochemistry,8444406679,,,India,Bangalore,4/11/22 4:39,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,no,3,,,Yes,,,,Yes,reva University
17071251,,8444566292,,,INDIA,Banglore,4/11/22 4:36,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,3,,,Yes,,,,Yes,Reva university
17071201,msc biochemistry,8444463456,,,India,Banglore,4/11/22 4:35,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,Extremely easy,,no,4,,,Yes,,,,Yes,Reva universaity
17070851,,8437617792,,,,,4/11/22 4:21,,,Organic Search,,,,,,,,,,,,,,University of Messina
17070751,,,,,,,4/11/22 4:11,,,Offline Sources,,,,,,,,,,,,,,
17070201,,8444397888,,,India,Bangalore,4/11/22 3:06,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva University
17070101,,8437231699,,,,Bengaluru,4/11/22 2:59,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,3,,,Yes,,,,Yes,Reva University
17069551,,8437069325,,,,,4/11/22 2:11,,,Direct Traffic,,,,,,,,,,,,,,Fudan University
17068551,,2105893486,,,,,4/11/22 1:19,,,Offline Sources,,,,,,,,,,,,,,Gamil Design
17068201,,8451514187,3,,,BANGALORE,4/11/22 1:02,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/22/22 10:00,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,REVA  UNIVERSITY
17067851,Masters,8437044532,,,India,Bengaluru,4/11/22 0:46,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,Nope,5,,,Yes,,,,Yes,Reva University
17067701,,8444579612,,,,Bengaluru,4/11/22 0:40,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Offline Sources,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Reva university
17066651,,8438731326,,,,Bangalore rural,4/11/22 0:11,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Organic Search,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva University
17066501,Msc,8444613908,,,India,Tumkur,4/11/22 0:05,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Reva university
17066401,Msc,8444383632,,,India,Banglore,4/11/22 0:04,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,Extremely easy,,Thank you,5,,,Yes,,,,Yes,Reva university
17066351,Masters of science,8444413987,,,India,Bangalore,4/11/22 0:03,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,Yes,5,,,Yes,,,,Yes,Reva university
17066201,MSc,8439952736,,,India,Bangalore,4/10/22 23:51,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,No,4,,,Yes,,,,Yes,Reva University
17065951,,8437893227,,,,BENGALURU,4/10/22 23:47,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Offline Sources,,,It was not hard neither too easy,,,3,,,Yes,,,,Yes,Reva University
17065001,,,,,,,4/10/22 23:20,,4/21/22 23:30,Organic Search,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,
17064901,,8444414090,,,,Malur,4/10/22 23:17,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva university
17064851,,,,,,,4/10/22 23:16,,4/21/22 23:30,Organic Search,,,It was not hard neither too easy,,,3,,,Yes,,,,Yes,
17064801,,8470964550,1,,,Bangalore,4/10/22 23:16,Post-Graduate (Post-doctorate),5/19/22 8:30,Offline Sources,,,,,,,,,,,,,,Revauniversity
17064751,M.Sc BIOCHEMISTRY,8438182052,,,India,Bengaluru,4/10/22 23:13,Undergraduate (Bachelors - B.Sc. or B.A.),4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,REVA UNIVERSITY
17064701,,8444413838,,,,Kolar,4/10/22 23:10,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Organic Search,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva university
17064501,,,,,,,4/10/22 23:04,,4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,
17064451,,8444346691,,,India,Banglore,4/10/22 23:01,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,3,,,Yes,,,,Yes,Reva university
17064101,Post graduation,1745489344,,,INDIA,BENGALURU,4/10/22 22:46,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,Extremely easy,,No,1; 4,,,No,,,,No,REVA University
17064051,,,,,,,4/10/22 22:46,,4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,
17064001,,8444666379,,,India,BANGALORE,4/10/22 22:43,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,No,3,,,Yes,,,,Yes,Reva University
17063901,,,,,,,4/10/22 22:40,,4/21/22 23:30,Organic Search,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,
17063801,,2105893486,,,,,4/10/22 22:40,,,Offline Sources,,,,,,,,,,,,,,Gamil Design
17063601,,,,,,,4/10/22 22:39,,,Offline Sources,,,,,,,,,,,,,,
17063551,,,,,,,4/10/22 22:39,,,Offline Sources,,,,,,,,,,,,,,
17063501,Post graduation,8444426894,,,India,Kolar,4/10/22 22:39,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,Thank u for getting information for us,2; 4,,,Yes,,,,Yes,Reva University
17063451,Msc,8466231984,,,India,Bangalore,4/10/22 22:39,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,No,4,,,Yes,,,,Yes,Reva University
17063401,M.Sc Biochemistry,8439672374,,,India,Banglore,4/10/22 22:39,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,Extremely difficult,,No,3,,,Yes,,,,No,Reva University
17063351,Msc,8439717817,,,Indian,Bangalore,4/10/22 22:39,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,No,1; 5,,,Yes,,,,Yes,Reva university
17063301,Masters in Biochemistry,8439839916,,,INDIA,Bengaluru,4/10/22 22:38,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/4/22 7:00,Direct Traffic,,,It was not hard neither too easy,,I Would like to know more about the research interest that I have chosen above. So that I can start my career path as soon as possible.,2; 3,,,Yes,,,,Yes,Reva University
17063251,MSc Biochemistry,8439354495,,,INDIA,Bangalore,4/10/22 22:38,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Offline Sources,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Reva University
17063201,,8436572430,,,India,Hyderabad,4/10/22 22:38,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Organic Search,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,REVA university
17063101,MSC-biochemistry,,,,India,Banglore,4/10/22 22:38,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,No,5,,,Yes,,,,Yes,
17063051,M.Sc Biochemistry,8441397339,,,India,bangalore,4/10/22 22:38,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/4/22 7:00,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Reva university
17062951,,8438609409,,,,Bengaluru,4/10/22 22:38,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/4/22 7:00,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,Reva University
17062851,MSC-Biochemistry,8438816666,,,India,Banglore,4/10/22 22:38,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,No,5,,,Yes,,,,Yes,Reva University
17062801,Msc,8438052483,,,India,Banglore,4/10/22 22:37,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,Nothing,5,,,Yes,,,,Yes,Reva University
17062701,Masters,8436833870,,,India,Bangalore,4/10/22 22:37,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/21/22 23:30,Direct Traffic,,,It was not hard neither too easy,,No,5,,,Yes,,,,Yes,Reva university
17061201,,,,,,,4/10/22 20:52,,,Offline Sources,,,,,,,,,,,,,,
17060701,,,,,,,4/10/22 19:48,,,Offline Sources,,,,,,,,,,,,,,
17060601,,8533893531,,,Ecuador,Tena,4/10/22 19:16,Undergraduate (Bachelors - B.Sc. or B.A.),5/3/22 9:30,Organic Social,,,,,I have experience teaching basic informatics. I have a course in spanish (my native language). With this I discover my passion for teaching.,,,,,,,,,NA
17060251,,8438020777,,,,Tekirdağ,4/10/22 17:05,Undergraduate (Bachelors - B.Sc. or B.A.),,Offline Sources,,,It was not hard neither too easy,,,4,,,Yes,,,,Yes,Namık Kemal University
17060001,,8435808025,,,,,4/10/22 15:51,,,Offline Sources,,,,,,,,,,,,,,UTEM
17059951,,,,,,,4/10/22 15:31,,,Offline Sources,,,,,,,,,,,,,,
17059751,M.sc graduate,,,,Nigeria,Abeokuta,4/10/22 15:18,,,Organic Search,,,,,,,,,,,,,,
17059251,,8722163003,,,,Toronto,4/10/22 13:28,Undergraduate (Bachelors - B.Sc. or B.A.),5/19/22 8:30,Direct Traffic,,,,,,,,,,,,,,University of Toronto
17059151,,,,,,,4/10/22 13:26,,,Offline Sources,,,,,,,,,,,,,,
17058951,,8435431336,1,,,KANPUR,4/10/22 13:23,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/3/22 9:30,Organic Search,4/28/22 2:26,18,It was not hard neither too easy,,,4,,45,Yes,,,,Yes,JAMIA MILLIA ISLAMIA
17058801,,,,,,,4/10/22 13:09,,,Offline Sources,,,,,,,,,,,,,,
17058651,,8436010540,,,,Abuja,4/10/22 12:50,Undergraduate (Bachelors - B.Sc. or B.A.),,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,University of Jos
17058401,,,,,,,4/10/22 12:33,,,Offline Sources,,,,,,,,,,,,,,
17058051,,7782735920,,,,,4/10/22 11:56,,,Direct Traffic,,,,,,,,,,,,,,UT Health Science Center
17057751,,8435178544,,,,,4/10/22 11:38,,,Offline Sources,,,,,,,,,,,,,,Monash University
17057601,,,,,,,4/10/22 11:11,,,Offline Sources,,,,,,,,,,,,,,
17057101,,,,,,,4/10/22 10:29,,,Offline Sources,,,,,,,,,,,,,,
17056801,,,,,,,4/10/22 10:12,,,Offline Sources,,,,,,,,,,,,,,
17056701,,,,,,,4/10/22 10:09,,,Offline Sources,,,,,,,,,,,,,,
17056601,,,,,,,4/10/22 10:05,,,Offline Sources,,,,,,,,,,,,,,
17056351,,,,,,,4/10/22 9:41,,,Offline Sources,,,,,,,,,,,,,,
17056301,Second year,4883062895,1,,Bangladesh,Chittagong,4/10/22 9:41,,,Organic Search,5/17/22 0:35,37,It was not hard neither too easy,,Open more courses related to bioinformatics programming,5,,10,No,,,,Yes,Asian University for Women
